Loan_ID,Customer_ID,Product_Type,Loan_Amount,Loan_Start_Date,Loan_End_Date,Interest_Rate,Customer_Age,Customer_Location,Loan_Status,Repayment_Frequency,Late_Payments,Credit_Score,Repayment_History
L000184,C33680,Mutual Fund,266621.51,2017-07-18 13:10:30,2020-07-17 13:10:30,12.94,52,Goa,Defaulted,Monthly,0,515,Poor
L000185,C24176,Gold Loan,502028.05,2017-08-07 13:10:30,2027-08-05 13:10:30,5.01,51,Goa,Closed,Quarterly,4,560,Excellent
L000186,C19491,Gold Loan,936321.24,2017-05-02 13:10:30,2020-05-01 13:10:30,7.3,11,Karnataka,Active,Quarterly,5,526,Good
L000187,C18062,Gold Loan,668139.89,2015-07-14 13:10:30,2020-07-12 13:10:30,8.57,59,Karnataka,Defaulted,Yearly,5,548,Poor
L000188,C07114,Mutual Fund,173312.87,2023-11-16 13:10:30,2032-11-13 13:10:30,13.34,15,Delhi,Closed,Quarterly,5,512,Excellent
L000189,C02120,Gold Loan,557756.53,2017-10-27 13:10:30,2026-10-25 13:10:30,10.18,55,Goa,Active,Quarterly,2,718,Good
L000190,C28426,Investment Insurance,433592.32,2021-11-17 13:10:30,2025-11-16 13:10:30,8.97,39,Karnataka,Active,Quarterly,0,466,Good
L000191,C28418,Gold Loan,605080.47,2021-08-30 13:10:30,2027-08-29 13:10:30,9.64,18,Maharashtra,Defaulted,Monthly,2,564,Poor
L000192,C38769,Investment Insurance,753529.78,2018-02-06 13:10:30,2024-02-05 13:10:30,9.53,36,Goa,Closed,Quarterly,2,553,Excellent
L000193,C08097,Loan,750933.45,2021-11-26 13:10:30,2028-11-24 13:10:30,8.86,38,Goa,Active,Quarterly,1,692,Good
L000194,C13985,Gold Loan,241584.01,2024-06-06 13:10:30,2028-06-05 13:10:30,10.13,51,Karnataka,Active,Quarterly,3,698,Good
L000195,C07762,Mutual Fund,327128.21,2015-10-20 13:10:30,2018-10-19 13:10:30,9.22,48,Maharashtra,Active,Yearly,5,660,Good
L000196,C44065,Gold Loan,237856.79,2018-08-08 13:10:30,2028-08-05 13:10:30,7.57,3,Karnataka,Active,Quarterly,0,759,Good
L000197,C40023,Microlending Loan,647055.61,2017-06-08 13:10:30,2022-06-07 13:10:30,10.6,36,Karnataka,Active,Quarterly,1,485,Good
L000198,C39275,Loan,467139.6,2021-03-15 13:10:30,2029-03-13 13:10:30,4.77,34,Delhi,Closed,Quarterly,3,750,Excellent
L000199,C10131,Loan,268640.09,2021-06-13 13:10:30,2030-06-11 13:10:30,6.34,32,Maharashtra,Active,Monthly,0,716,Good
L000200,C04125,Loan,442301.29,2022-11-28 13:10:30,2025-11-27 13:10:30,5.07,26,Maharashtra,Defaulted,Quarterly,4,563,Poor
L000201,C04063,Mutual Fund,581179.56,2024-09-05 13:10:30,2028-09-04 13:10:30,8.71,31,Karnataka,Defaulted,Yearly,4,489,Poor
L000202,C00129,Gold Loan,552752.44,2022-05-19 13:10:30,2026-05-18 13:10:30,11.46,60,Karnataka,Active,Monthly,2,775,Good
L000203,C15536,Loan,624540.36,2022-02-09 13:10:30,2028-02-08 13:10:30,11.01,44,Goa,Active,Quarterly,4,728,Good
L000204,C29670,Investment Insurance,670957.3,2018-12-10 13:10:30,2021-12-09 13:10:30,9.68,60,Goa,Defaulted,Quarterly,0,750,Poor
L000205,C30224,Mutual Fund,554721.34,2016-10-22 13:10:30,2026-10-20 13:10:30,12.74,37,Maharashtra,Closed,Yearly,4,540,Excellent
L000206,C01000,Loan,642512.64,2021-12-04 13:10:30,2030-12-02 13:10:30,14.51,58,Karnataka,Closed,Monthly,5,676,Excellent
L000207,C31651,Microlending Loan,608790.64,2019-07-24 13:10:30,2023-07-23 13:10:30,7.07,55,Maharashtra,Defaulted,Monthly,0,461,Poor
L000208,C34538,Investment Insurance,373447.11,2021-06-21 13:10:30,2030-06-19 13:10:30,13.46,43,Goa,Defaulted,Monthly,2,523,Poor
L000209,C03939,Gold Loan,170362.3,2024-08-23 13:10:30,2032-08-21 13:10:30,12.64,14,Karnataka,Defaulted,Quarterly,0,510,Poor
L000210,C05282,Loan,704398.83,2022-07-12 13:10:30,2026-07-11 13:10:30,5.38,34,Maharashtra,Closed,Quarterly,4,605,Excellent
L000211,C30738,Loan,261580.04,2017-01-20 13:10:30,2020-01-20 13:10:30,10.92,62,Goa,Closed,Yearly,2,626,Excellent
L000212,C26201,Investment Insurance,527880.72,2016-09-30 13:10:30,2026-09-28 13:10:30,10.84,41,Goa,Defaulted,Yearly,0,622,Poor
L000213,C23801,Microlending Loan,434516.92,2017-02-03 13:10:30,2027-02-01 13:10:30,11.06,16,Maharashtra,Closed,Quarterly,1,451,Excellent
L000214,C37384,Investment Insurance,403279.7,2015-08-09 13:10:30,2023-08-07 13:10:30,9.75,43,Maharashtra,Closed,Monthly,4,696,Excellent
L000215,C37120,Loan,681685.05,2021-10-04 13:10:30,2027-10-03 13:10:30,10.57,41,Delhi,Active,Quarterly,2,498,Good
L000216,C13514,Loan,397769.3,2019-05-03 13:10:30,2029-04-30 13:10:30,5.34,70,Maharashtra,Defaulted,Monthly,4,701,Poor
L000217,C01420,Loan,893230.1,2017-05-15 13:10:30,2023-05-14 13:10:30,11.27,20,Goa,Active,Quarterly,1,575,Good
L000218,C46935,Loan,748178.29,2019-04-01 13:10:30,2022-03-31 13:10:30,12.31,37,Goa,Defaulted,Monthly,3,503,Poor
L000219,C14701,Microlending Loan,395831.1,2019-02-08 13:10:30,2025-02-06 13:10:30,10.52,55,Delhi,Active,Monthly,5,686,Good
L000220,C49725,Loan,414243.04,2020-10-01 13:10:30,2023-10-01 13:10:30,9.29,45,Karnataka,Active,Monthly,2,537,Good
L000221,C10410,Mutual Fund,861574.3,2018-06-18 13:10:30,2026-06-16 13:10:30,8,26,Goa,Active,Quarterly,2,600,Good
L000222,C24518,Investment Insurance,642075.13,2021-02-15 13:10:30,2031-02-13 13:10:30,8.07,19,Karnataka,Defaulted,Monthly,1,510,Poor
L000223,C01045,Gold Loan,204706.3,2018-03-06 13:10:30,2027-03-04 13:10:30,12.61,22,Maharashtra,Defaulted,Monthly,0,651,Poor
L000224,C48797,Mutual Fund,482696.04,2019-04-16 13:10:30,2022-04-15 13:10:30,10.05,77,Karnataka,Active,Yearly,0,596,Good
L000225,C49442,Mutual Fund,139756.28,2024-05-10 13:10:30,2028-05-09 13:10:30,12.24,65,Delhi,Active,Yearly,5,552,Good
L000226,C12644,Gold Loan,726045.27,2019-10-05 13:10:30,2022-10-04 13:10:30,10.78,36,Karnataka,Closed,Monthly,2,588,Excellent
L000227,C35020,Mutual Fund,208767.99,2016-03-16 13:10:30,2019-03-16 13:10:30,3.97,15,Maharashtra,Defaulted,Yearly,2,471,Poor
L000228,C11295,Microlending Loan,492494.84,2022-10-19 13:10:30,2031-10-17 13:10:30,9.73,56,Maharashtra,Defaulted,Yearly,4,561,Poor
L000229,C40719,Gold Loan,612543.42,2021-03-28 13:10:30,2028-03-26 13:10:30,15.61,48,Delhi,Closed,Quarterly,1,537,Excellent
L000230,C47360,Investment Insurance,643782.56,2016-12-15 13:10:30,2021-12-14 13:10:30,10.6,28,Delhi,Defaulted,Quarterly,3,555,Poor
L000231,C06633,Loan,620493.4,2022-08-13 13:10:30,2032-08-10 13:10:30,12.08,45,Goa,Closed,Quarterly,0,652,Excellent
L000232,C14679,Mutual Fund,869422.45,2019-10-24 13:10:30,2022-10-23 13:10:30,12.1,27,Goa,Defaulted,Quarterly,4,572,Poor
L000233,C25154,Investment Insurance,313965.26,2024-03-03 13:10:30,2029-03-02 13:10:30,10.78,29,Goa,Active,Quarterly,2,784,Good
L000234,C18549,Loan,426859.05,2022-04-24 13:10:30,2026-04-23 13:10:30,10.68,62,Goa,Defaulted,Monthly,3,472,Poor
L000235,C47571,Loan,179428.66,2024-06-29 13:10:30,2032-06-27 13:10:30,15.75,23,Goa,Active,Quarterly,3,482,Good
L000236,C22263,Microlending Loan,591481.98,2017-08-08 13:10:30,2024-08-06 13:10:30,10.51,22,Goa,Closed,Monthly,3,578,Excellent
L000237,C49970,Mutual Fund,548595.59,2023-03-20 13:10:30,2027-03-19 13:10:30,6.28,45,Delhi,Closed,Monthly,3,597,Excellent
L000238,C06517,Loan,265649.47,2024-10-31 13:10:30,2031-10-30 13:10:30,8.76,54,Delhi,Defaulted,Yearly,0,621,Poor
L000239,C35015,Mutual Fund,688169.48,2018-04-03 13:10:30,2025-04-01 13:10:30,10.53,51,Delhi,Closed,Yearly,5,671,Excellent
L000240,C29050,Loan,252441.46,2015-08-17 13:10:30,2024-08-14 13:10:30,6.55,6,Karnataka,Defaulted,Monthly,2,554,Poor
L000241,C07567,Gold Loan,375514.78,2021-03-01 13:10:30,2027-02-28 13:10:30,15.99,29,Delhi,Closed,Monthly,5,527,Excellent
L000242,C38822,Microlending Loan,816020.01,2023-02-27 13:10:30,2029-02-25 13:10:30,8.59,22,Goa,Closed,Quarterly,0,610,Excellent
L000243,C14825,Loan,-62974.23,2022-06-23 13:10:30,2029-06-21 13:10:30,9.72,30,Maharashtra,Defaulted,Yearly,1,685,Poor
L000244,C10674,Investment Insurance,498032.51,2019-09-05 13:10:30,2027-09-03 13:10:30,6.94,57,Goa,Active,Monthly,4,579,Good
L000245,C41413,Mutual Fund,361286.86,2024-12-08 13:10:30,2027-12-08 13:10:30,14.68,30,Karnataka,Active,Quarterly,4,591,Good
L000246,C41588,Gold Loan,668773.98,2015-04-26 13:10:30,2020-04-24 13:10:30,10,23,Maharashtra,Closed,Yearly,4,847,Excellent
L000247,C00338,Microlending Loan,642312.56,2015-08-25 13:10:30,2020-08-23 13:10:30,11.53,64,Maharashtra,Active,Monthly,3,707,Good
L000248,C29302,Investment Insurance,523805.14,2021-02-08 13:10:30,2027-02-07 13:10:30,7.7,14,Karnataka,Active,Quarterly,3,603,Good
L000249,C28854,Investment Insurance,390396.95,2023-09-20 13:10:30,2026-09-19 13:10:30,13.34,62,Goa,Closed,Monthly,2,709,Excellent
L000250,C09458,Microlending Loan,477165.66,2015-05-25 13:10:30,2018-05-24 13:10:30,9.39,31,Goa,Active,Quarterly,2,643,Good
L000251,C49460,Mutual Fund,737271.75,2020-12-27 13:10:30,2025-12-26 13:10:30,12.34,35,Goa,Active,Yearly,3,688,Good
L000252,C27271,Mutual Fund,202297.61,2017-08-19 13:10:30,2025-08-17 13:10:30,10.68,25,Karnataka,Active,Quarterly,5,667,Good
L000253,C30092,Investment Insurance,414951.7,2022-11-14 13:10:30,2026-11-13 13:10:30,10.85,37,Maharashtra,Closed,Quarterly,5,533,Excellent
L000254,C32156,Mutual Fund,424612.93,2021-08-22 13:10:30,2024-08-21 13:10:30,7.78,26,Maharashtra,Closed,Monthly,5,486,Excellent
L000255,C49146,Mutual Fund,159108.06,2020-06-15 13:10:30,2028-06-13 13:10:30,11.22,46,Karnataka,Active,Yearly,5,608,Good
L000256,C13238,Investment Insurance,329231.92,2018-03-03 13:10:30,2024-03-01 13:10:30,7.99,24,Karnataka,Defaulted,Quarterly,2,584,Poor
L000257,C24847,Investment Insurance,210987.02,2016-02-23 13:10:30,2026-02-20 13:10:30,9.37,41,Maharashtra,Active,Yearly,1,683,Good
L000258,C07139,Microlending Loan,515878.71,2020-08-30 13:10:30,2025-08-29 13:10:30,11.46,62,Delhi,Closed,Quarterly,0,678,Excellent
L000259,C41013,Loan,649134.18,2022-05-04 13:10:30,2027-05-03 13:10:30,11.36,30,Delhi,Defaulted,Quarterly,4,693,Poor
L000260,C15003,Investment Insurance,414455.54,2022-01-05 13:10:30,2031-01-03 13:10:30,9.26,36,Delhi,Defaulted,Quarterly,1,770,Poor
L000261,C18744,Gold Loan,431616.07,2024-12-15 13:10:30,2031-12-14 13:10:30,5.32,53,Delhi,Active,Monthly,3,518,Good
L000262,C09930,Mutual Fund,819431.13,2023-07-23 13:10:30,2027-07-22 13:10:30,5.06,37,Maharashtra,Closed,Monthly,4,433,Excellent
L000263,C28328,Microlending Loan,527092.08,2024-11-14 13:10:30,2033-11-12 13:10:30,7.33,25,Goa,Active,Quarterly,4,365,Good
L000264,C44433,Gold Loan,463897,2022-03-16 13:10:30,2031-03-14 13:10:30,8.94,26,Goa,Closed,Yearly,4,453,Excellent
L000265,C34948,Loan,187909.1,2022-06-08 13:10:30,2028-06-06 13:10:30,6.67,44,Goa,Active,Yearly,0,361,Good
L000266,C11263,Gold Loan,342211.33,2022-02-24 13:10:30,2031-02-22 13:10:30,14.59,46,Goa,Defaulted,Monthly,3,416,Poor
L000267,C19445,Loan,439585.86,2019-11-28 13:10:30,2026-11-26 13:10:30,10.27,52,Delhi,Defaulted,Monthly,3,655,Poor
L000268,C18955,Gold Loan,355356.03,2020-07-26 13:10:30,2028-07-24 13:10:30,12.2,52,Maharashtra,Defaulted,Yearly,3,689,Poor
L000269,C07848,Loan,372501.73,2017-04-10 13:10:30,2026-04-08 13:10:30,9.81,52,Goa,Defaulted,Quarterly,4,441,Poor
L000270,C31891,Microlending Loan,411066.29,2022-05-28 13:10:30,2031-05-26 13:10:30,11.78,67,Goa,Defaulted,Yearly,4,452,Poor
L000271,C15475,Investment Insurance,581052.28,2022-06-13 13:10:30,2032-06-10 13:10:30,11.92,55,Goa,Closed,Monthly,3,788,Excellent
L000272,C00633,Gold Loan,439905.03,2016-04-17 13:10:30,2026-04-15 13:10:30,13.76,77,Maharashtra,Active,Yearly,1,691,Good
L000273,C19189,Mutual Fund,846468.96,2020-05-06 13:10:30,2030-05-04 13:10:30,7.71,48,Goa,Active,Quarterly,3,703,Good
L000274,C13636,Microlending Loan,705058.8,2023-07-14 13:10:30,2027-07-13 13:10:30,11.22,40,Goa,Closed,Monthly,5,642,Excellent
L000275,C43063,Mutual Fund,294851.02,2024-05-15 13:10:30,2031-05-14 13:10:30,10.62,36,Goa,Active,Quarterly,0,543,Good
L000276,C06286,Mutual Fund,761591.24,2020-03-02 13:10:30,2029-02-28 13:10:30,5.79,47,Maharashtra,Closed,Quarterly,0,682,Excellent
L000277,C33728,Mutual Fund,565542.29,2016-06-24 13:10:30,2021-06-23 13:10:30,6.42,26,Delhi,Closed,Quarterly,3,668,Excellent
L000278,C29194,Loan,749209.29,2022-05-08 13:10:30,2025-05-07 13:10:30,9.65,44,Maharashtra,Closed,Quarterly,0,530,Excellent
L000279,C07778,Gold Loan,436077.82,2017-12-20 13:10:30,2023-12-19 13:10:30,14.68,20,Delhi,Defaulted,Quarterly,3,515,Poor
L000280,C46810,Mutual Fund,591972.68,2020-05-30 13:10:30,2030-05-28 13:10:30,9.3,68,Delhi,Active,Monthly,0,565,Good
L000281,C06990,Mutual Fund,505033.87,2022-04-05 13:10:30,2028-04-03 13:10:30,9.97,52,Karnataka,Defaulted,Quarterly,1,477,Poor
L000282,C12132,Gold Loan,247051.04,2022-08-11 13:10:30,2027-08-10 13:10:30,13.93,28,Karnataka,Active,Quarterly,4,675,Good
L000283,C24701,Microlending Loan,363121.87,2017-01-02 13:10:30,2022-01-01 13:10:30,5.55,33,Delhi,Defaulted,Quarterly,1,715,Poor
L000284,C34098,Loan,682153.97,2016-03-04 13:10:30,2023-03-03 13:10:30,10.52,53,Maharashtra,Defaulted,Monthly,3,630,Poor
L000285,C32145,Investment Insurance,665912.94,2015-10-30 13:10:30,2020-10-28 13:10:30,12.59,51,Goa,Closed,Yearly,1,744,Excellent
L000286,C30536,Gold Loan,704159.58,2017-04-09 13:10:30,2026-04-07 13:10:30,6.12,39,Karnataka,Defaulted,Quarterly,1,579,Poor
L000287,C36974,Mutual Fund,359848.04,2020-01-07 13:10:30,2028-01-05 13:10:30,7.32,25,Goa,Defaulted,Quarterly,0,789,Poor
L000288,C21349,Investment Insurance,652465.68,2017-07-10 13:10:30,2022-07-09 13:10:30,12,17,Karnataka,Defaulted,Quarterly,4,685,Poor
L000289,C23469,Investment Insurance,554654.93,2024-07-03 13:10:30,2028-07-02 13:10:30,3.4,37,Delhi,Defaulted,Monthly,0,615,Poor
L000290,C01883,Microlending Loan,494007.38,2019-11-17 13:10:30,2029-11-14 13:10:30,7.9,40,Goa,Defaulted,Yearly,1,699,Poor
L000291,C36431,Gold Loan,599934.7,2019-10-14 13:10:30,2028-10-11 13:10:30,8.63,57,Karnataka,Closed,Yearly,0,555,Excellent
L000292,C42834,Gold Loan,750313.88,2016-10-09 13:10:30,2026-10-07 13:10:30,10.88,46,Delhi,Closed,Monthly,3,728,Excellent
L000293,C23210,Gold Loan,757625.45,2020-02-17 13:10:30,2029-02-14 13:10:30,9.3,44,Delhi,Active,Yearly,3,609,Good
L000294,C03662,Loan,650697.08,2021-03-25 13:10:30,2030-03-23 13:10:30,11.18,35,Delhi,Active,Yearly,0,699,Good
L000295,C45255,Investment Insurance,578747.95,2021-02-04 13:10:30,2029-02-02 13:10:30,13.28,44,Goa,Closed,Monthly,5,628,Excellent
L000296,C40499,Mutual Fund,605853.75,2017-06-01 13:10:30,2023-05-31 13:10:30,13.08,65,Karnataka,Closed,Monthly,2,734,Excellent
L000297,C00456,Gold Loan,895989.14,2017-05-10 13:10:30,2023-05-09 13:10:30,12.64,44,Karnataka,Closed,Monthly,0,528,Excellent
L000298,C08252,Investment Insurance,83189.17,2019-07-17 13:10:30,2022-07-16 13:10:30,12.05,75,Karnataka,Closed,Yearly,5,710,Excellent
L000299,C20085,Gold Loan,711478.35,2023-04-08 13:10:30,2027-04-07 13:10:30,14.1,15,Maharashtra,Closed,Quarterly,5,647,Excellent
L000300,C41133,Microlending Loan,629482.32,2024-09-13 13:10:30,2033-09-11 13:10:30,9.84,36,Karnataka,Closed,Yearly,2,465,Excellent
L000301,C45935,Investment Insurance,176827.64,2021-12-22 13:10:30,2030-12-20 13:10:30,8.68,36,Delhi,Closed,Quarterly,5,451,Excellent
L000302,C00033,Gold Loan,464883.73,2015-10-19 13:10:30,2024-10-16 13:10:30,7.52,33,Delhi,Closed,Quarterly,4,692,Excellent
L000303,C39176,Mutual Fund,515106.47,2016-05-15 13:10:30,2019-05-15 13:10:30,12.27,36,Delhi,Defaulted,Monthly,1,594,Poor
L000304,C40278,Investment Insurance,266864.44,2015-08-26 13:10:30,2021-08-24 13:10:30,13.43,38,Karnataka,Active,Quarterly,1,622,Good
L000305,C14216,Mutual Fund,439794.84,2018-12-24 13:10:30,2026-12-22 13:10:30,12.89,27,Delhi,Closed,Yearly,4,504,Excellent
L000306,C13950,Loan,603414.35,2022-08-07 13:10:30,2026-08-06 13:10:30,18.47,46,Delhi,Defaulted,Monthly,1,561,Poor
L000307,C47194,Mutual Fund,212382.04,2021-01-08 13:10:30,2024-01-08 13:10:30,13.44,37,Karnataka,Active,Quarterly,4,498,Good
L000308,C17524,Gold Loan,295718.2,2019-10-24 13:10:30,2029-10-21 13:10:30,13.14,76,Goa,Active,Yearly,1,762,Good
L000309,C13535,Investment Insurance,489271.98,2017-01-30 13:10:30,2027-01-28 13:10:30,10.45,21,Karnataka,Active,Monthly,2,603,Good
L000310,C45691,Gold Loan,421644.35,2020-09-24 13:10:30,2024-09-23 13:10:30,9.36,75,Maharashtra,Closed,Monthly,5,464,Excellent
L000311,C24975,Investment Insurance,180545.48,2022-05-12 13:10:30,2026-05-11 13:10:30,8.52,76,Karnataka,Closed,Monthly,5,407,Excellent
L000312,C06088,Investment Insurance,388090.19,2023-08-05 13:10:30,2033-08-02 13:10:30,7.94,61,Delhi,Active,Yearly,0,664,Good
L000313,C04833,Mutual Fund,197437.18,2022-06-06 13:10:30,2032-06-03 13:10:30,9.06,56,Delhi,Closed,Monthly,2,690,Excellent
L000314,C12989,Mutual Fund,459418.01,2023-10-22 13:10:30,2033-10-19 13:10:30,11.45,25,Delhi,Defaulted,Quarterly,1,453,Poor
L000315,C35103,Investment Insurance,-6200.46,2023-01-20 13:10:30,2028-01-19 13:10:30,10.62,41,Karnataka,Active,Monthly,2,663,Good
L000316,C07009,Loan,288363.18,2021-03-01 13:10:30,2028-02-28 13:10:30,10.68,46,Maharashtra,Closed,Yearly,5,438,Excellent
L000317,C38156,Gold Loan,444851.31,2019-11-15 13:10:30,2025-11-13 13:10:30,4,37,Maharashtra,Active,Quarterly,1,436,Good
L000318,C13485,Microlending Loan,552195.28,2023-06-21 13:10:30,2026-06-20 13:10:30,8.4,46,Maharashtra,Active,Quarterly,5,688,Good
L000319,C33455,Loan,503469.53,2022-05-17 13:10:30,2026-05-16 13:10:30,13.24,17,Karnataka,Active,Monthly,1,618,Good
L000320,C11296,Microlending Loan,450259.32,2016-01-24 13:10:30,2026-01-21 13:10:30,17.45,49,Maharashtra,Closed,Quarterly,2,705,Excellent
L000321,C23004,Microlending Loan,295798.5,2023-01-28 13:10:30,2027-01-27 13:10:30,8.49,37,Maharashtra,Active,Quarterly,3,735,Good
L000322,C45157,Loan,615226.35,2017-10-03 13:10:30,2025-10-01 13:10:30,12.93,28,Maharashtra,Defaulted,Monthly,1,534,Poor
L000323,C22528,Investment Insurance,731214.19,2023-05-04 13:10:30,2030-05-02 13:10:30,10.83,17,Goa,Defaulted,Monthly,4,443,Poor
L000324,C31722,Investment Insurance,764476.87,2017-02-20 13:10:30,2027-02-18 13:10:30,9.37,39,Delhi,Active,Yearly,5,666,Good
L000325,C49813,Gold Loan,269157.62,2020-11-05 13:10:30,2029-11-03 13:10:30,10.68,41,Karnataka,Closed,Monthly,2,640,Excellent
L000326,C37494,Gold Loan,499053.17,2024-11-25 13:10:30,2027-11-25 13:10:30,14.98,41,Maharashtra,Closed,Monthly,3,792,Excellent
L000327,C11292,Investment Insurance,517710.87,2015-04-19 13:10:30,2019-04-18 13:10:30,10.98,41,Karnataka,Closed,Monthly,3,588,Excellent
L000328,C10348,Loan,462856.69,2017-09-18 13:10:30,2021-09-17 13:10:30,8.27,26,Karnataka,Defaulted,Yearly,4,591,Poor
L000329,C46215,Mutual Fund,648314.97,2023-01-01 13:10:30,2031-12-30 13:10:30,10.38,34,Karnataka,Active,Monthly,1,606,Good
L000330,C17782,Mutual Fund,109312.37,2018-09-19 13:10:30,2028-09-16 13:10:30,15.59,49,Karnataka,Active,Monthly,3,792,Good
L000331,C25292,Loan,808326.53,2021-09-25 13:10:30,2028-09-23 13:10:30,7.89,47,Goa,Closed,Quarterly,5,655,Excellent
L000332,C32761,Mutual Fund,601979.5,2022-01-26 13:10:30,2031-01-24 13:10:30,9.01,48,Maharashtra,Active,Monthly,3,699,Good
L000333,C49948,Mutual Fund,212703.02,2018-06-16 13:10:30,2028-06-13 13:10:30,7.85,50,Goa,Defaulted,Yearly,2,651,Poor
L000334,C01199,Gold Loan,440560.62,2021-04-05 13:10:30,2029-04-03 13:10:30,8.99,44,Karnataka,Closed,Yearly,5,660,Excellent
L000335,C30671,Microlending Loan,320800.04,2022-08-23 13:10:30,2032-08-20 13:10:30,7.9,45,Maharashtra,Defaulted,Yearly,0,477,Poor
L000336,C26882,Investment Insurance,186141.03,2023-07-09 13:10:30,2027-07-08 13:10:30,13.19,53,Karnataka,Defaulted,Quarterly,3,556,Poor
L000337,C42921,Mutual Fund,620725.79,2018-10-26 13:10:30,2021-10-25 13:10:30,8.98,32,Karnataka,Active,Monthly,4,568,Good
L000338,C31995,Mutual Fund,654740.81,2022-07-22 13:10:30,2026-07-21 13:10:30,13.13,14,Goa,Closed,Yearly,2,366,Excellent
L000339,C13402,Investment Insurance,352021.55,2015-08-29 13:10:30,2020-08-27 13:10:30,9.17,28,Goa,Defaulted,Yearly,2,714,Poor
L000340,C28055,Microlending Loan,327226.89,2017-01-18 13:10:30,2022-01-17 13:10:30,14.44,58,Maharashtra,Closed,Quarterly,0,536,Excellent
L000341,C39243,Loan,158343.91,2021-07-02 13:10:30,2028-06-30 13:10:30,10.79,19,Goa,Active,Monthly,2,531,Good
L000342,C18610,Loan,782010.66,2021-08-06 13:10:30,2028-08-04 13:10:30,15.32,25,Maharashtra,Defaulted,Quarterly,2,309,Poor
L000343,C26022,Microlending Loan,435918.1,2022-09-29 13:10:30,2032-09-26 13:10:30,7.98,52,Delhi,Closed,Quarterly,5,780,Excellent
L000344,C36600,Gold Loan,562395.12,2021-12-15 13:10:30,2026-12-14 13:10:30,10.84,48,Karnataka,Defaulted,Monthly,5,517,Poor
L000345,C35011,Microlending Loan,919758.53,2024-02-22 13:10:30,2032-02-20 13:10:30,6.19,24,Maharashtra,Active,Quarterly,2,640,Good
L000346,C14528,Mutual Fund,-1528.8,2016-11-04 13:10:30,2025-11-02 13:10:30,12.81,54,Goa,Defaulted,Yearly,2,686,Poor
L000347,C18200,Gold Loan,452638.87,2016-05-02 13:10:30,2019-05-02 13:10:30,8.28,26,Maharashtra,Closed,Monthly,0,725,Excellent
L000348,C21094,Mutual Fund,721166.44,2021-09-11 13:10:30,2028-09-09 13:10:30,16.12,44,Delhi,Active,Monthly,2,850,Good
L000349,C01228,Loan,444935.13,2023-08-14 13:10:30,2033-08-11 13:10:30,6.41,49,Maharashtra,Defaulted,Yearly,1,726,Poor
L000350,C35027,Mutual Fund,837399.33,2018-06-15 13:10:30,2027-06-13 13:10:30,10.42,62,Karnataka,Defaulted,Yearly,3,640,Poor
L000351,C47715,Mutual Fund,702539.31,2019-03-10 13:10:30,2024-03-08 13:10:30,9.78,23,Maharashtra,Defaulted,Quarterly,0,496,Poor
L000352,C21006,Loan,573717.19,2018-12-05 13:10:30,2021-12-04 13:10:30,13.33,26,Karnataka,Active,Yearly,1,578,Good
L000353,C22361,Mutual Fund,877954.65,2015-02-24 13:10:30,2025-02-21 13:10:30,11.39,22,Goa,Closed,Yearly,4,430,Excellent
L000354,C00502,Microlending Loan,623743.76,2022-12-24 13:10:30,2026-12-23 13:10:30,5.98,42,Goa,Defaulted,Yearly,5,488,Poor
L000355,C49792,Gold Loan,582926.92,2019-12-15 13:10:30,2023-12-14 13:10:30,9.92,38,Karnataka,Defaulted,Quarterly,0,511,Poor
L000356,C00170,Investment Insurance,395990.57,2020-06-02 13:10:30,2024-06-01 13:10:30,2.95,27,Goa,Active,Yearly,5,736,Good
L000357,C21397,Investment Insurance,601686.28,2022-03-08 13:10:30,2030-03-06 13:10:30,5.04,57,Karnataka,Active,Monthly,1,542,Good
L000358,C19893,Investment Insurance,550793.36,2017-12-26 13:10:30,2025-12-24 13:10:30,12.5,54,Maharashtra,Defaulted,Yearly,2,550,Poor
L000359,C04360,Microlending Loan,506069.78,2020-07-07 13:10:30,2025-07-06 13:10:30,11.58,46,Delhi,Closed,Quarterly,2,493,Excellent
L000360,C15736,Investment Insurance,268728.28,2024-12-04 13:10:30,2029-12-03 13:10:30,7.4,16,Delhi,Active,Monthly,3,554,Good
L000361,C14032,Investment Insurance,114590.86,2023-11-10 13:10:30,2030-11-08 13:10:30,12.09,34,Maharashtra,Active,Quarterly,3,672,Good
L000362,C37867,Microlending Loan,441187.27,2019-03-28 13:10:30,2028-03-25 13:10:30,16.79,14,Goa,Active,Yearly,5,628,Good
